document_id,content
39.txt,"
Walter Berry (basketball)

Walter Berry (born May 14, 1964) is an American former professional basketball player. After spending three seasons in the National Basketball Association (NBA), he had a very successful career in various leagues around Europe and the EuroLeague. Berry played the power forward position. Berry, who originated from New York City, New York, was nicknamed ""The Truth"", early in his playing career. He was inducted into the Greek Basket League Hall of Fame in 2022.

College "
4.txt,"
Fran Curran

Francis Hugh Curran Sr. (September 9, 1922 – September 18, 2004) was an American professional basketball player. He spent one season in the Basketball Association of America (BAA) and one season in the BAA's later incarnation, the National Basketball Association (NBA). He played with the Rochester Royals during the 1948–49 and 1949–50 seasons. He attended the University of Notre Dame.

BAA/NBA career statistics


Regular season


Playoffs


External links

additional terms may appl"
41.txt,"
Tony Delk

Tony Lorenzo Delk (born January 28, 1974) is an American former professional basketball player and college assistant coach. He last served as an assistant coach for the New Mexico State Aggies men's basketball team. During his playing days, he was team leader of the Kentucky Wildcats team that won the 1996 NCAA Championship Game. After college, he played for eight National Basketball Association (NBA) teams over 10 seasons.

High school

Delk attended Haywood Junior High School and H"
42.txt,"
Cal Ramsey

Calvin Ramsey (July 13, 1937 – March 25, 2019) was an American professional basketball player and broadcaster. A standout college player for NYU, he played 13 NBA games over two seasons. After his playing career ended, he began a 28-year affiliation with the New York Knicks as a broadcaster and a community representative.

Biography


Early life and career

Ramsey was born in Selma, Alabama on July 13, 1937 but spent most of his life in New York City. In his youth, he played in the "
44.txt,"
Derrick Chievous

Derrick Joseph Chievous (born July 3, 1967) is a retired American professional basketball player. During his pro club career, he played at the small forward position. Chievous played three seasons in the National Basketball Association, after being selected by the Houston Rockets, in the first round, with the 16th overall pick of the 1988 NBA draft.

College career

Chievous played college basketball at University of Missouri, with the Missouri Tigers, from 1984 to 1988. He le"
45.txt,"
Rik Smits

This article is about the basketball player. For the linguist, see Rik Smits (linguist).
Rik Smits (born 23 August 1966), nicknamed ""the Dunking Dutchman"" is a Dutch former professional basketball player who spent his entire career with the Indiana Pacers of the National Basketball Association (NBA). The 7-foot-4-inch (2.24 m) center was drafted by the Pacers out of Marist College with the second overall pick in the 1988 NBA draft. An NBA All-Star in 1998, Smits reached the NBA Final"
46.txt,"
Anthony Edwards (basketball)

Anthony Edwards (born August 5, 2001), nicknamed ""Ant-Man"" or simply ""Ant"", is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA). A shooting guard, he played college basketball for the Georgia Bulldogs and was selected with the first overall pick by the Timberwolves in the 2020 NBA draft. He was named an All-Star during the 2022–23 and 2023–24 seasons. Edwards also won a gold medal on the 2024 U.S"
47.txt,"
Harry Gallatin

Harry Junior ""The Horse"" Gallatin (April 26, 1927 – October 7, 2015) was an American professional basketball player and coach. Gallatin played nine seasons for the New York Knicks in the National Basketball Association (NBA) from 1948 to 1957, as well as one season with the Detroit Pistons in the 1957–58 season. Gallatin led the NBA in rebounding and was named to the All-NBA First Team in 1954. The following year, he was named to the All-NBA Second Team. For his career, Gallatin"
49.txt,"
Darnell Hillman

Darnell ""Dr. Dunk"" Hillman (born August 29, 1949) is a former professional basketball player.
Hillman graduated from Hiram W. Johnson High School.
The 6 ft 9 in (2.06 m) forward played college basketball at San Jose State University. Hillman was selected in the first round of the 1971 NBA draft (the 8th pick overall) by the Golden State Warriors, but opted instead to play for the Indiana Pacers of the American Basketball Association.  While at San Jose State Hillman also branch"
5.txt,"
Mark Price

William Mark Price (born February 15, 1964) is an American former basketball player and coach. He was most recently the head coach of the Charlotte 49ers. As a player, he played for 12 seasons in the National Basketball Association (NBA), from 1986 to 1998. Spending the majority of his career with the Cleveland Cavaliers, his last three years consisted of one season each with the Washington Bullets, Golden State Warriors, and Orlando Magic.

College career

Standing at 6 feet (183 c"
50.txt,"
Larry Robinson

For other people named Larry Robinson, see Larry Robinson (disambiguation).
Larry Clark Robinson (born June 2, 1951) is a Canadian former ice hockey coach, executive and player. His coaching career includes head coaching positions with the New Jersey Devils (which he held on two occasions), as well as the Los Angeles Kings. For his play in the National Hockey League (NHL) with the Montreal Canadiens and Los Angeles Kings, Robinson was inducted into the Hockey Hall of Fame in 199"
51.txt,"
Nick Calathes

Calathes with Panathinaikos BC 2016 Nicholas William Calathes (Greek: Νικόλαος Γουίλιαμ ""Νικ"" Καλάθης, born February 7, 1989) is a Greek-American professional basketball player for AS Monaco of the French LNB Pro A and the EuroLeague. He is widely considered as one of the best point guards in EuroLeague history.
After playing college basketball for the Florida Gators, Calathes won the EuroLeague title with Panathinaikos in 2011, and reached another final in 2021 with FC Barcelona"
53.txt,"
Kurt Thomas (basketball)

Kurt Vincent Thomas (born October 4, 1972) is an American former professional basketball player. A 6'9"", 230 lb. power forward-center, Thomas was known for his hard-nosed playing style and tough defense during his eight year tenure with the New York Knicks. Having played college basketball at Texas Christian University, he was drafted by the Miami Heat in 1995 and went on to play parts of 18 seasons in the NBA.

High school and college

Kurt began his basketball career"
54.txt,"
Kevin Durant

Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Widely regarded as one of the greatest players in NBA history, Durant has won two NBA championships, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, the NBA Rookie of the Year Award, been named to 11 All-NBA t"
56.txt,"
Nate Huffman

Nate Huffman	Huffman in 2014.
Nathaniel Thomas Huffman (April 2, 1975 – October 15, 2015) was an American professional basketball player, who played most of his career with Maccabi Tel Aviv. He was the 2001 Israeli Basketball Premier League MVP, as well as the 2001 FIBA SuproLeague Player of the Year.

High school and college career

Huffman played for Lakeview High School and then for Lansing Community College (where in '94–'95 he averaged 29.8 points, 14.5 rebounds, and 6 blocks"
58.txt,"
William Bedford (basketball)

William Bedford (born December 14, 1963) is an American former professional basketball player who was selected by the Phoenix Suns in the first round (6th pick overall) of the 1986 NBA draft after playing at Memphis State University (now known as the University of Memphis). Bedford, a 7'0"" center, played for the Suns, Detroit Pistons and the San Antonio Spurs in six NBA seasons, averaging 4.1 points and 2.4 rebounds per game in his career.

NBA career

Originally p"
59.txt,"
Steve Smith (basketball)

For other basketball people with similar names, see Steven Smith § Basketball.
Steven Delano Smith (born March 31, 1969) is an American former professional basketball player who is a basketball analyst for Turner Sports. After a collegiate career with Michigan State, he played with several teams in his 14-season National Basketball Association career, including the Miami Heat, the Portland Trail Blazers and the San Antonio Spurs, but is perhaps best known for his five-"
6.txt,"
David Michineau

David Michineau (born June 6, 1994) is a French basketball player for Bursaspor Basketbol of the Basketbol Süper Ligi (BSL). He was drafted by the New Orleans Pelicans in the 2016 NBA draft, with his rights being traded to the Los Angeles Clippers not too long afterwards.

Professional career

Born in the French overseas department of Guadeloupe, Michineau made his professional debut for French LNB Pro A outfit ES Chalon-Sur-Saône during the 2013-14 season. In the 2015-16 seaso"
60.txt,"
Shawn Respert

Shawn Christopher Respert (born February 6, 1972) is an American professional basketball coach and former player. He attended Bishop Borgess High School, and he came to prominence while playing college basketball at Michigan State. He played professionally in the National Basketball Association (NBA) for four seasons from 1995 to 1999. He is being inducted into the Michigan Sports Hall of Fame in October 2024.

College career

Respert was a standout at Michigan State. He and poin"
61.txt,"
Rod Strickland

Rodney Strickland (born July 11, 1966) is an American basketball coach and former professional basketball player. He is currently the head coach at Long Island University. Prior to LIU, he served as the program manager for the NBA G League's professional path. Strickland played college basketball at DePaul University, where he was awarded All-American honors. He had a long career in the National Basketball Association (NBA), playing from 1988 to 2005. Strickland was an assistant"
62.txt,"
Elmer Behnke

Elmer H. Behnke (February 3, 1929 – May 25, 2018) was an American basketball player.  Born in Rockford, Illinois, he played collegiately for Bradley University. He was selected by the Rochester Royals in the 4th round (35th pick overall) of the 1951 NBA draft.  He played for the Milwaukee Hawks (1951–52) in the NBA for four games.

Career statistics


NBA


Regular season


References


External links


Contents

"
63.txt,"
Lamar Stevens

Lamar Brandon Stevens (born July 9, 1997) is an American professional basketball player who last played for the Memphis Grizzlies of the National Basketball Association (NBA). He played college basketball for the Penn State Nittany Lions.

High school career

Stevens attended The Haverford School in Haverford Township, Pennsylvania for his sophomore and junior years. At Haverford, he was named to All-State and All-District teams both years, as well as leading Haverford to two str"
64.txt,"
Ronald Moore (basketball)

Not to be confused with Ron Moore (basketball).
Ronald Moore (born July 14, 1988) is an American professional basketball player for Debreceni EAC of the Hungarian Basketball League. Whilst playing collegiately for Siena, he led the NCAA Division I in assists during his senior season (2009–10).

High school career

Moore attended Plymouth-Whitemarsh High School in Plymouth Meeting, Pennsylvania.  In his senior season, Moore averaged 17 points, 8 assists, and 2 steals, "
65.txt,"
Erazem Lorbek

Erazem Lorbek	Lorbek with FC Barcelona in 2013.
Erazem Lorbek (born February 21, 1984) is a Slovenian former professional basketball player. At a height of 6 ft 10+3⁄4 in (2.10 m) tall, he primarily played at the power forward position, but he was also capable of playing at the center position. A three-time All-EuroLeague Team member, he won the EuroLeague title with FC Barcelona in 2010.
Lorbek was also a regular member of the senior Slovenian national basketball team. He earned"
67.txt,"
Hamidou Diallo

Not to be confused with Amadou Diallo.
Hamidou Diallo (born July 31, 1998) is an American professional basketball player for the Capital City Go-Go of the NBA G League. He played college basketball for the Kentucky Wildcats. He was a consensus five-star prospect, and one of the top-rated basketball players in the class of 2017. He won the 2019 Slam Dunk Contest.

High school career

Diallo attended John Bowne High School in Flushing, New York during his freshman and sophomore ye"
68.txt,"
D. J. White

For the football player, see D. J. White (American football).
Dewayne ""D. J."" White, Jr. (born August 31, 1986) is the general manager of the Oklahoma City Blue. He was a video analyst for the Oklahoma City Thunder and a former American professional basketball player, who was selected in the first round of the 2008 NBA draft. Standing at 6 ft 9 in (2.06 m), he played the power forward position. He spent the majority of his career playing overseas.

High school and college career

A"
69.txt,"
Steve Kerr

This is the latest accepted revision, reviewed on 11 August 2024.
For the Scottish footballer, see Steven Kerr. For the Scottish politician, see Stephen Kerr.
Stephen Douglas Kerr (born September 27, 1965) is an American professional basketball coach and former player who is the head coach for the Golden State Warriors of the National Basketball Association (NBA) and the U.S. national team. He is known as one of the most accurate three-point shooters in NBA history and holds the rec"
7.txt,"
Donta Hall

Donta Hall (born August 7, 1997) is an American-born naturalized Azerbaijani professional basketball player for Saski Baskonia of the ACB league and the EuroLeague. He played college basketball for the Alabama Crimson Tide.

Early life and high school career

Hall grew up in Luverne, Alabama and attended Luverne High School, playing on the Tigers' junior varsity team in eighth grade. Hall's father Donald suffered a fatal heart attack at one of his junior varsity games. He was named "
70.txt,"
Greg Foster (basketball)

Gregory Clinton Foster (born October 3, 1968) is an American professional basketball coach and former player who last served as assistant coach for the Indiana Pacers of the National Basketball Association (NBA).

College years

Foster was born in Oakland, California and attended Skyline High School where he played alongside future NBA point guard Gary Payton. He began his collegiate basketball career at UCLA, playing for the Bruins his freshman and sophomore years bef"
71.txt,"
Bill Hewitt (basketball)

William Severlyn Hewitt (born August 8, 1944) is a retired American professional basketball player.
A 6'7"" forward from the University of Southern California, Hewitt played six seasons (1968–1973;1974–1975) in the National Basketball Association as a member of the Los Angeles Lakers, Detroit Pistons, Buffalo Braves, and Chicago Bulls.  He earned NBA All-Rookie Team honors during the 1968–69 NBA season after averaging 7.2 points per game for the Lakers.

References


Ex"
72.txt,"
Joseph Forte

For the person accused of running a Ponzi scheme, see Joseph S. Forte.
Joseph Xavier Forte (born March 23, 1981) is an American former professional basketball player. He played two seasons in the National Basketball Association (NBA) and was an All-American player at North Carolina.

Beginnings

Forte got his start at DeMatha Catholic High School in Hyattsville, Maryland. There, Forte played under the instruction of legendary high school prep coach Morgan Wootten. Forte's teammate"
73.txt,"
Dino Rađa

Dino Rađa	Rađa with Panathinaikos in 1998.
Dino Rađa (Anglicized: Dino Radja, Croatian pronunciation: [ˌdǐːno ˈrâd͜ʑa]; born 24 April 1967) is a Croatian former professional basketball player. He was a member of the Jugoplastika team of the late 1980s and early 1990s, which he helped to win two FIBA European Champions Cup championships (1989 and 1990). He spent three and a half seasons with the Boston Celtics, being one of the European pioneers in the NBA. Rađa was named one of FIBA'"
74.txt,"
Mark Radford (basketball)

Mark Jeffrey Radford (born July 5, 1959) is an American former National Basketball Association player who played from 1981 to 1983. He played in college for Oregon State University from 1977 to 1981, and was drafted in the third round (53rd overall) of the 1981 NBA draft by the Seattle SuperSonics. He played in 97 career games over two seasons for the SuperSonics. He has a career high 22 points, 5 rebounds, 7 assists, 4 steals and 2 blocks. he had a career average of "
75.txt,"
Kostas Papanikolaou

Konstantinos ""Kostas"" Papanikolaou (Greek: Κωνσταντίνος ""Κώστας"" Παπανικολάου; born 31 July 1990) nicknamed ""Air Pap"" is a Greek professional basketball player and the team captain for Olympiacos of the Greek Basket League (GBL) and the EuroLeague. Standing at 2.04 m (6'8 1⁄2""), he plays at the small forward position. He is widely considered among the best defensive players in European basketball.
A back-to-back EuroLeague champion with Olympiacos in 2012 and 2013, Papaniko"
77.txt,"
Jabari Walker

Jabari Dominic Walker (born July 30, 2002) is an American professional basketball player for the Portland Trail Blazers of the National Basketball Association (NBA). He is the son of Samaki Walker. He played college basketball for the Colorado Buffaloes. He was named first-team All-Pac-12 as a sophomore with Colorado.

High school career

Walker played basketball for Campbell Hall School in Los Angeles, California, for three years. For his senior season, he transferred to AZ Comp"
78.txt,"
Devontae Cacok

Devontae Calvin Cacok (/ˈkeɪˌkɒk/ KAY-kok; born October 8, 1996) is an American professional basketball player for Virtus Bologna of the Italian Lega Basket Serie A (LBA) and the EuroLeague. He played college basketball for the UNC Wilmington Seahawks, where in the 2017–18 season he led the nation in rebounding.

Early life

Cacok was born in Chicago, Illinois to a Haitian-American father Harry Cacok and Rose Lewis, and grew up in Riverdale, Georgia, playing football as a youth,"
79.txt,"
Brandon Goodwin (basketball)

Brandon Goodwin (born October 2, 1995) is an American professional basketball player for the Gigantes de Carolina of the Baloncesto Superior Nacional (BSN). He played college basketball for the UCF Knights and the Florida Gulf Coast Eagles, being named the 2018 ASUN Conference Player of the Year with the latter.

College career

Goodwin, a 6’0” point guard, committed to UCF from Norcross High School. He played for the Knights in the 2013–14 and 2014–15 seasons. He "
8.txt,"
Erick Strickland

Demerick Montae ""Erick"" Strickland (born November 25, 1973) is an American former professional basketball player who played in the National Basketball Association (NBA).
Born in Opelika, Alabama, Strickland attended Bellevue West High School in Bellevue, Nebraska, then played his college basketball career at the University of Nebraska. He was the 2nd all time scorer for Class A Nebraska basketball. Strickland was undrafted in the 1996 NBA draft, but caught on as a free agent w"
80.txt,"
Dick Rosenthal

Richard Anthony Rosenthal (January 20, 1933 – June 11, 2024) was an American basketball player. An National Basketball Association (NBA) forward with the Fort Wayne Pistons, he played collegiate basketball for the Notre Dame men's basketball team, where he averaged 16.4 points per game over his career. Rosenthal also played baseball at Notre Dame in 1952 and 1953. The Pistons drafted him in the first round of the 1954 NBA draft. He played parts of two seasons for the Pistons, ap"
81.txt,"
Jamal Crawford

Aaron Jamal Crawford (born March 20, 1980) is an American former professional basketball player who played in the National Basketball Association (NBA) from 2000 to 2020. Nicknamed ""J-Crossover"", he is regarded as one of the best ball handlers in NBA history. Crawford was named NBA Sixth Man of the Year three times, a record he shares with Lou Williams.
Among other distinctions, Crawford was once the NBA’s all-time leader in career four-point plays. On April 9, 2019, he became n"
82.txt,"
Jordan Crawford

Jordan Lee Crawford (born October 23, 1988) is an American professional basketball player for the Sichuan Blue Whales of the Chinese Basketball Association (CBA). He played college basketball for the Indiana Hoosiers and the Xavier Musketeers. His brother is Joe Crawford, who has also played in the NBA.

Early life and high school

Crawford was born to parents Joseph Sr. and Sylvia Crawford in Detroit, Michigan in 1988. In high school, he had suffered an ankle injury which forc"
83.txt,"
Tom Copa

Thomas James Copa (born October 30, 1964) is an American former professional basketball player. After graduating from Marquette he went on to play professionally in the National Basketball Association (NBA) and in Europe. Born in Robbinsdale, Minnesota, he was named Minnesota Mr. Basketball in 1983.

College career

Copa played college basketball for Marquette Warriors from 1983 to 1987. In 120 career games, he averaged 8.2 points and 4.7 rebounds per game.

Professional career

Altho"
84.txt,"
Kermit Washington

Kermit Alan Washington (born September 17, 1951) is an American former professional basketball player. Washington is best remembered for punching opposing player Rudy Tomjanovich during an on-court fight in 1977.  Washington was not a highly coveted player coming out of high school. He averaged four points per game during his senior season at Coolidge Senior High School. He improved rapidly once at American University, and became one of only seven players in NCAA history to a"
85.txt,"
Donyell Marshall

Not to be confused with former basketball player Donny Marshall.
Donyell Lamar Marshall (born May 18, 1973) is an American basketball coach and former professional player. He is currently an assistant coach for the Greensboro Swarm of the NBA G League. During his National Basketball Association (NBA) career, he played with eight different teams.

Early career

Marshall was born on May 18, 1973, in Reading, Pennsylvania. He graduated from Reading High School.
He attended the Un"
87.txt,"
Greg Fillmore

Gregory Paul Fillmore (born March 7, 1947, in Philadelphia, Pennsylvania) is a retired professional basketball center who played two seasons in the National Basketball Association (NBA) as a member of the New York Knicks (1972). He attended Cheyney University of Pennsylvania where he was drafted by the Knicks during the eighth round of the 1970 NBA draft.

External links

additional terms may apply. By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia® "
88.txt,"
John Lucas II

John Harding Lucas II (born October 31, 1953) is an American professional basketball coach and former player who most recently served as an assistant coach for the Houston Rockets of the National Basketball Association (NBA). He played basketball and tennis at the University of Maryland, College Park and was an All-American in both.

Collegiate career

Lucas attended the University of Maryland where he was an All-American in basketball. Lucas was a Second-team All-American for th"
89.txt,"
Dick Surhoff

Richard Clifford Surhoff Jr. (November 16, 1929 – May 1, 1987) was an American professional basketball player. Surhoff was selected in the 1952 NBA draft by the New York Knicks after a collegiate career at Long Island and John Marshall College. He played for two seasons, one for the Knicks and the other for the Milwaukee Hawks. He would become an avid softball player in Long Island and would work for the town of Rye, New York, in their recreation department. He died due to a short"
9.txt,"
Dave Lattin

Dave Lattin	Lattin at UTEP in 1966.
David Lattin (born December 23, 1943) is an American former basketball player. He was the starting center for the Texas Western Miners in their NCAA championship year in 1966. During his playing career, he was listed at 6 feet 6 inches tall and 225 lbs. His nickname during his career was ""Big Daddy D"".
David Lattin was born on December 23, 1943, in Houston Texas. His mother, Elsie Lattin, was widowed when Lattin’s father died in 1949. Lattin atte"
90.txt,"
Garfield Smith

Garfield Smith (born November 18, 1945) is an American former professional basketball player who played in the National Basketball Association (NBA) and American Basketball Association (ABA). He was drafted with the tenth pick in the third round of the 1968 NBA draft by the Boston Celtics. In two seasons in the NBA, Smith averaged 2.7 points per game and 2.1 rebounds per game.  Smith also played one season in the ABA for the San Diego Conquistadors where he averaged 3.7 points p"
91.txt,"
Leroy Chollet

Leroy Patrick Chollet (March 5, 1925 – June 10, 1998) was an American professional basketball player who led  Loyola University New Orleans to its first national championship. Chollet and his brothers attended Holy Cross School in New Orleans and excelled in sports. After a year in the United States Navy, Chollet enrolled at Loyola and led the Loyola Wolf Pack to the NAIA men's basketball championship in 1945. Louisiana schools were segregated at the time.[note 1] When Chollet's "
92.txt,"
Michael Carter-Williams

Michael Carter-Williams (born October 10, 1991) is an American professional basketball player who last played for the Capitanes de Ciudad de México of the NBA G League. He was drafted in the first round with the 11th overall pick in the 2013 NBA draft by the Philadelphia 76ers, after playing college basketball for the Syracuse Orange. He was named NBA Rookie of the Year in 2014, and he has also played for the Milwaukee Bucks, Chicago Bulls, Charlotte Hornets, Houston Ro"
93.txt,"
Dennis Schröder

Dennis Schröder (German pronunciation: [ˈdɛnɪs ˈʃʁøːdɐ]; born 15 September 1993) is a German professional basketball player for the Brooklyn Nets of the National Basketball Association (NBA). He previously played for SG Braunschweig and Phantoms Braunschweig in Germany, before spending his first five seasons in the NBA with the Atlanta Hawks and two years with the Oklahoma City Thunder. He is the sole owner of his German hometown team, Basketball Loewen Braunschweig of the Bask"
94.txt,"
Jack Parr

Not to be confused with Jack Paar.
For the character, see List of The Incredibles characters § Jack-Jack Parr.
Jack Parr (March 13, 1936 – January 4, 2015) was an American professional basketball player.  Parr was born in Louisville, Kentucky.  He played college basketball at Kansas State University.  Kansas State retired his jersey, and his number 33 is hanging from the rafters.  He was drafted by the Cincinnati Royals in the 10th round of the 1958 NBA draft.  He played 66 games for"
96.txt,"
Eric Johnson (basketball)

Eric Johnson Jones (born February 7, 1966) is an American-Spanish former professional basketball player who had a brief career in the National Basketball Association (NBA) for the Utah Jazz during the 1989–90 season.

Personal life

Born in Brooklyn, New York, Eric is brother of Vinnie Johnson.

External links

additional terms may apply. By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia® is a registered trademark of the Wikimedia Foundat"
97.txt,"
Sid Tanenbaum

Sidney Harold Tanenbaum (October 8, 1925 – September 4, 1986) was an American professional basketball player. He was twice a consensus first-team All-American (in 1946 and 1947) and twice a Haggerty Award winner (1946 and 1947). He went on to play professionally for the New York Knicks and the Baltimore Bullets.

Early life

Tanenbaum was born in Brooklyn, New York, grew up in its Brownsville neighborhood, and was Jewish. He was an all-scholastic player at Thomas Jefferson High S"
98.txt,"
Trayce Jackson-Davis

Trayce Jackson-Davis (né Davis; born February 22, 2000), more commonly referred to by his initials ""TJD"", is an American professional basketball player for the Golden State Warriors of the National Basketball Association (NBA). He played college basketball for the Indiana Hoosiers. He was selected 57th overall in the 2023 NBA draft.
Jackson-Davis grew up in Greenwood, Indiana. When he was four, he fractured his skull in a home accident with a resistance band; the surgery l"
99.txt,"
Andre Drummond

Andre Jamal Drummond (born August 10, 1993) is an American professional basketball player for the Philadelphia 76ers the National Basketball Association (NBA). A center, he was selected by the Detroit Pistons in the first round of the 2012 NBA draft with the ninth overall pick.
Drummond was one of the top-rated basketball players in the high school class of 2011 and played one season of college basketball with the Connecticut Huskies before declaring for the draft. He was named "
