filing_id,company_id,ticker,company_name,form_type,filing_date,report_date,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,revenue_usd,revenue_usd_concept_id,revenue_usd_unit_id,revenue_usd_period_start,revenue_usd_period_end,assets_usd,assets_usd_concept_id,assets_usd_unit_id,assets_usd_period_start,assets_usd_period_end,liabilities_usd,liabilities_usd_concept_id,liabilities_usd_unit_id,liabilities_usd_period_start,liabilities_usd_period_end,net_income_usd,net_income_usd_concept_id,net_income_usd_unit_id,net_income_usd_period_start,net_income_usd_period_end,operating_cash_flow_usd,operating_cash_flow_usd_concept_id,operating_cash_flow_usd_unit_id,operating_cash_flow_usd_period_start,operating_cash_flow_usd_period_end,investing_cash_flow_usd,investing_cash_flow_usd_concept_id,investing_cash_flow_usd_unit_id,investing_cash_flow_usd_period_start,investing_cash_flow_usd_period_end,financing_cash_flow_usd,financing_cash_flow_usd_concept_id,financing_cash_flow_usd_unit_id,financing_cash_flow_usd_period_start,financing_cash_flow_usd_period_end,shares_outstanding,shares_outstanding_concept_id,shares_outstanding_unit_id,shares_outstanding_period_start,shares_outstanding_period_end,market_cap_usd,market_cap_usd_concept_id,market_cap_usd_unit_id,market_cap_usd_period_start,market_cap_usd_period_end
000119312525256321,0000789019,MSFT,MICROSOFT CORP,10-Q,2025-10-29,2025-09-30,2026,Q1,1,7372,Services-Prepackaged Software,WA,77673000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-07-01,2025-09-30,636351000000,us-gaap:Assets,USD,,2025-09-30,273275000000,us-gaap:Liabilities,USD,,2025-09-30,27747000000,us-gaap:NetIncomeLoss,USD,2025-07-01,2025-09-30,45057000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-07-01,2025-09-30,-34559000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-07-01,2025-09-30,-11799000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-07-01,2025-09-30,7432377655,dei:EntityCommonStockSharesOutstanding,shares,,2025-10-23,,,USD,,
000101872422000005,0001018724,AMZN,AMAZON COM INC,10-K,2022-02-04,2021-12-31,2021,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,469822000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-01-01,2021-12-31,420549000000,us-gaap:Assets,USD,,2021-12-31,,,USD,,,33364000000,us-gaap:NetIncomeLoss,USD,2021-01-01,2021-12-31,46327000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-01,2021-12-31,-58154000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-01,2021-12-31,6291000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-01,2021-12-31,508844410,dei:EntityCommonStockSharesOutstanding,shares,,2022-01-26,,,USD,,
000101872422000013,0001018724,AMZN,AMAZON COM INC,10-Q,2022-04-29,2022-03-31,2022,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,116444000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-03-31,410767000000,us-gaap:Assets,USD,,2022-03-31,,,USD,,,-3844000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-03-31,-2790000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-03-31,906000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-03-31,1990000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-03-31,508720481,dei:EntityCommonStockSharesOutstanding,shares,,2022-04-20,,,USD,,
000101872422000019,0001018724,AMZN,AMAZON COM INC,10-Q,2022-07-29,2022-06-30,2022,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,237678000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-06-30,419728000000,us-gaap:Assets,USD,,2022-06-30,,,USD,,,-5872000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-06-30,6175000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-06-30,-11172000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-06-30,6616000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-06-30,10187554818,dei:EntityCommonStockSharesOutstanding,shares,,2022-07-20,,,USD,,
000101872422000023,0001018724,AMZN,AMAZON COM INC,10-Q,2022-10-28,2022-09-30,2022,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,364779000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-09-30,428362000000,us-gaap:Assets,USD,,2022-09-30,,,USD,,,-3000000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-09-30,17579000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-09-30,-26780000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-09-30,9632000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-09-30,10201654176,dei:EntityCommonStockSharesOutstanding,shares,,2022-10-19,,,USD,,
000101872423000004,0001018724,AMZN,AMAZON COM INC,10-K,2023-02-03,2022-12-31,2022,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,513983000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-12-31,462675000000,us-gaap:Assets,USD,,2022-12-31,,,USD,,,-2722000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-12-31,46752000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-12-31,-37601000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-12-31,9718000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-12-31,10247259757,dei:EntityCommonStockSharesOutstanding,shares,,2023-01-25,,,USD,,
000101872423000008,0001018724,AMZN,AMAZON COM INC,10-Q,2023-04-28,2023-03-31,2023,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,127358000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-03-31,464378000000,us-gaap:Assets,USD,,2023-03-31,,,USD,,,3172000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-03-31,4788000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-03-31,-15806000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-03-31,6354000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-03-31,10260353688,dei:EntityCommonStockSharesOutstanding,shares,,2023-04-19,,,USD,,
000101872423000012,0001018724,AMZN,AMAZON COM INC,10-Q,2023-08-04,2023-06-30,2023,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,261741000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-06-30,477607000000,us-gaap:Assets,USD,,2023-06-30,,,USD,,,9922000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-06-30,21264000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-06-30,-25479000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-06-30,-185000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-06-30,10317750796,dei:EntityCommonStockSharesOutstanding,shares,,2023-07-21,,,USD,,
000101872423000018,0001018724,AMZN,AMAZON COM INC,10-Q,2023-10-27,2023-09-30,2023,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,404824000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-09-30,486883000000,us-gaap:Assets,USD,,2023-09-30,,,USD,,,19801000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-09-30,42481000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-09-30,-37232000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-09-30,-9133000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-09-30,10334030586,dei:EntityCommonStockSharesOutstanding,shares,,2023-10-18,,,USD,,
000101872424000008,0001018724,AMZN,AMAZON COM INC,10-K,2024-02-02,2023-12-31,2023,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,574785000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-12-31,527854000000,us-gaap:Assets,USD,,2023-12-31,,,USD,,,30425000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-12-31,84946000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-12-31,-49833000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-12-31,-15879000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-12-31,10387381291,dei:EntityCommonStockSharesOutstanding,shares,,2024-01-24,,,USD,,
000101872424000083,0001018724,AMZN,AMAZON COM INC,10-Q,2024-05-01,2024-03-31,2024,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,143313000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-03-31,530969000000,us-gaap:Assets,USD,,2024-03-31,,,USD,,,10431000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-03-31,18989000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-17862000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,-1256000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,10406627415,dei:EntityCommonStockSharesOutstanding,shares,,2024-04-24,,,USD,,
000101872424000130,0001018724,AMZN,AMAZON COM INC,10-Q,2024-08-02,2024-06-30,2024,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,291290000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-06-30,554818000000,us-gaap:Assets,USD,,2024-06-30,,,USD,,,23916000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-06-30,44270000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-40000000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,-5746000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,10495566881,dei:EntityCommonStockSharesOutstanding,shares,,2024-07-24,,,USD,,
000101872424000161,0001018724,AMZN,AMAZON COM INC,10-Q,2024-11-01,2024-09-30,2024,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,450167000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-09-30,584626000000,us-gaap:Assets,USD,,2024-09-30,,,USD,,,39244000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-09-30,70241000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-30,-56899000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-30,-8504000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-30,10515011008,dei:EntityCommonStockSharesOutstanding,shares,,2024-10-18,,,USD,,
000101872425000004,0001018724,AMZN,AMAZON COM INC,10-K,2025-02-07,2024-12-31,2024,FY,4,5961,Retail-Catalog & Mail-Order Houses,DE,637959000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-12-31,624894000000,us-gaap:Assets,USD,,2024-12-31,,,USD,,,59248000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-12-31,115877000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-31,-94342000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-31,-11812000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-31,10597729352,dei:EntityCommonStockSharesOutstanding,shares,,2025-01-29,,,USD,,
000101872425000036,0001018724,AMZN,AMAZON COM INC,10-Q,2025-05-02,2025-03-31,2025,Q1,1,5961,Retail-Catalog & Mail-Order Houses,DE,155667000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-01-01,2025-03-31,643256000000,us-gaap:Assets,USD,,2025-03-31,,,USD,,,17127000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-03-31,17015000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-03-31,-29803000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-03-31,-47000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-03-31,10616352407,dei:EntityCommonStockSharesOutstanding,shares,,2025-04-23,,,USD,,
000101872425000086,0001018724,AMZN,AMAZON COM INC,10-Q,2025-08-01,2025-06-30,2025,Q2,2,5961,Retail-Catalog & Mail-Order Houses,DE,323369000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-01-01,2025-06-30,682170000000,us-gaap:Assets,USD,,2025-06-30,,,USD,,,35291000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-06-30,49530000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-06-30,-69227000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-06-30,-2586000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-06-30,10664912097,dei:EntityCommonStockSharesOutstanding,shares,,2025-07-23,,,USD,,
000101872425000123,0001018724,AMZN,AMAZON COM INC,10-Q,2025-10-31,2025-09-30,2025,Q3,3,5961,Retail-Catalog & Mail-Order Houses,DE,503538000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-01-01,2025-09-30,727921000000,us-gaap:Assets,USD,,2025-09-30,,,USD,,,56478000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-09-30,85055000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-09-30,-95300000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-09-30,-2630000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-09-30,10690216011,dei:EntityCommonStockSharesOutstanding,shares,,2025-10-22,,,USD,,
000165204422000019,0001652044,GOOGL,Alphabet Inc.,10-K,2022-02-02,2021-12-31,2021,FY,4,7370,"Services-Computer Programming, Data Processing, Etc.",DE,257637000000,us-gaap:Revenues,USD,2021-01-01,2021-12-31,359268000000,us-gaap:Assets,USD,,2021-12-31,107633000000,us-gaap:Liabilities,USD,,2021-12-31,76033000000,us-gaap:NetIncomeLoss,USD,2021-01-01,2021-12-31,91652000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-01,2021-12-31,-35523000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-01,2021-12-31,-61362000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-01,2021-12-31,,,shares,,,,,USD,,
000165204422000029,0001652044,GOOGL,Alphabet Inc.,10-Q,2022-04-27,2022-03-31,2022,Q1,1,7370,"Services-Computer Programming, Data Processing, Etc.",DE,68011000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-03-31,357096000000,us-gaap:Assets,USD,,2022-03-31,103092000000,us-gaap:Liabilities,USD,,2022-03-31,16436000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-03-31,25106000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-03-31,-9051000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-03-31,-16214000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-03-31,,,shares,,,,,USD,,
000165204422000071,0001652044,GOOGL,Alphabet Inc.,10-Q,2022-07-27,2022-06-30,2022,Q2,2,7370,"Services-Computer Programming, Data Processing, Etc.",DE,137696000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-06-30,355185000000,us-gaap:Assets,USD,,2022-06-30,99766000000,us-gaap:Liabilities,USD,,2022-06-30,32438000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-06-30,44528000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-06-30,-13238000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-06-30,-34031000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-06-30,,,shares,,,,,USD,,
000165204422000090,0001652044,GOOGL,Alphabet Inc.,10-Q,2022-10-26,2022-09-30,2022,Q3,3,7370,"Services-Computer Programming, Data Processing, Etc.",DE,206788000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-09-30,358255000000,us-gaap:Assets,USD,,2022-09-30,104629000000,us-gaap:Liabilities,USD,,2022-09-30,46348000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-09-30,67881000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-09-30,-14071000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-09-30,-52128000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-09-30,,,shares,,,,,USD,,
000165204423000016,0001652044,GOOGL,Alphabet Inc.,10-K,2023-02-03,2022-12-31,2022,FY,4,7370,"Services-Computer Programming, Data Processing, Etc.",DE,282836000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-01,2022-12-31,365264000000,us-gaap:Assets,USD,,2022-12-31,109120000000,us-gaap:Liabilities,USD,,2022-12-31,59972000000,us-gaap:NetIncomeLoss,USD,2022-01-01,2022-12-31,91495000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-01,2022-12-31,-20298000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-01,2022-12-31,-69757000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-01,2022-12-31,,,shares,,,,,USD,,
000165204423000045,0001652044,GOOGL,Alphabet Inc.,10-Q,2023-04-26,2023-03-31,2023,Q1,1,7370,"Services-Computer Programming, Data Processing, Etc.",DE,69787000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-03-31,369491000000,us-gaap:Assets,USD,,2023-03-31,108597000000,us-gaap:Liabilities,USD,,2023-03-31,15051000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-03-31,23509000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-03-31,-2946000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-03-31,-16568000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-03-31,,,shares,,,,,USD,,
000165204423000070,0001652044,GOOGL,Alphabet Inc.,10-Q,2023-07-26,2023-06-30,2023,Q2,2,7370,"Services-Computer Programming, Data Processing, Etc.",DE,144391000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-06-30,383044000000,us-gaap:Assets,USD,,2023-06-30,115903000000,us-gaap:Liabilities,USD,,2023-06-30,33419000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-06-30,52175000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-06-30,-13746000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-06-30,-34403000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-06-30,,,shares,,,,,USD,,
000165204423000094,0001652044,GOOGL,Alphabet Inc.,10-Q,2023-10-25,2023-09-30,2023,Q3,3,7370,"Services-Computer Programming, Data Processing, Etc.",DE,221084000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-09-30,396711000000,us-gaap:Assets,USD,,2023-09-30,123509000000,us-gaap:Liabilities,USD,,2023-09-30,53108000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-09-30,82831000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-09-30,-20896000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-09-30,-52785000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-09-30,,,shares,,,,,USD,,
000165204424000022,0001652044,GOOGL,Alphabet Inc.,10-K,2024-01-31,2023-12-31,2023,FY,4,7370,"Services-Computer Programming, Data Processing, Etc.",DE,307394000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-01,2023-12-31,402392000000,us-gaap:Assets,USD,,2023-12-31,119013000000,us-gaap:Liabilities,USD,,2023-12-31,73795000000,us-gaap:NetIncomeLoss,USD,2023-01-01,2023-12-31,101746000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-01,2023-12-31,-27063000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-01,2023-12-31,-72093000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-01,2023-12-31,,,shares,,,,,USD,,
000165204424000053,0001652044,GOOGL,Alphabet Inc.,10-Q,2024-04-26,2024-03-31,2024,Q1,1,7370,"Services-Computer Programming, Data Processing, Etc.",DE,80539000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-03-31,407350000000,us-gaap:Assets,USD,,2024-03-31,114506000000,us-gaap:Liabilities,USD,,2024-03-31,23662000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-03-31,28848000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-8564000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,-19714000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,,,shares,,,,,USD,,
000165204424000079,0001652044,GOOGL,Alphabet Inc.,10-Q,2024-07-24,2024-06-30,2024,Q2,2,7370,"Services-Computer Programming, Data Processing, Etc.",DE,165281000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-06-30,414770000000,us-gaap:Assets,USD,,2024-06-30,114017000000,us-gaap:Liabilities,USD,,2024-06-30,47281000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-06-30,55488000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-11345000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,-40603000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,,,shares,,,,,USD,,
000165204424000118,0001652044,GOOGL,Alphabet Inc.,10-Q,2024-10-30,2024-09-30,2024,Q3,3,7370,"Services-Computer Programming, Data Processing, Etc.",DE,253549000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-09-30,430266000000,us-gaap:Assets,USD,,2024-09-30,116147000000,us-gaap:Liabilities,USD,,2024-09-30,73582000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-09-30,86186000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-30,-29356000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-30,-60697000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-30,,,shares,,,,,USD,,
000165204425000014,0001652044,GOOGL,Alphabet Inc.,10-K,2025-02-05,2024-12-31,2024,FY,4,7370,"Services-Computer Programming, Data Processing, Etc.",DE,350018000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-12-31,450256000000,us-gaap:Assets,USD,,2024-12-31,125172000000,us-gaap:Liabilities,USD,,2024-12-31,100118000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-12-31,125299000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-31,-45536000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-31,-79733000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-31,,,shares,,,,,USD,,
000165204425000043,0001652044,GOOGL,Alphabet Inc.,10-Q,2025-04-25,2025-03-31,2025,Q1,1,7370,"Services-Computer Programming, Data Processing, Etc.",DE,90234000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2025-01-01,2025-03-31,475374000000,us-gaap:Assets,USD,,2025-03-31,130107000000,us-gaap:Liabilities,USD,,2025-03-31,34540000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-03-31,36150000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-03-31,-16194000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-03-31,-20201000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-03-31,,,shares,,,,,USD,,
000165204425000062,0001652044,GOOGL,Alphabet Inc.,10-Q,2025-07-24,2025-06-30,2025,Q2,2,7370,"Services-Computer Programming, Data Processing, Etc.",DE,186662000000,us-gaap:Revenues,USD,2025-01-01,2025-06-30,502053000000,us-gaap:Assets,USD,,2025-06-30,139137000000,us-gaap:Liabilities,USD,,2025-06-30,62736000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-06-30,63897000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-06-30,-40738000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-06-30,-26033000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-06-30,,,shares,,,,,USD,,
000165204425000091,0001652044,GOOGL,Alphabet Inc.,10-Q,2025-10-30,2025-09-30,2025,Q3,3,7370,"Services-Computer Programming, Data Processing, Etc.",DE,289007000000,us-gaap:Revenues,USD,2025-01-01,2025-09-30,536469000000,us-gaap:Assets,USD,,2025-09-30,149602000000,us-gaap:Liabilities,USD,,2025-09-30,97715000000,us-gaap:NetIncomeLoss,USD,2025-01-01,2025-09-30,112311000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-01-01,2025-09-30,-68515000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-01-01,2025-09-30,-44416000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-01-01,2025-09-30,,,shares,,,,,USD,,
000001961722000272,0000019617,JPM,JPMORGAN CHASE & CO,10-K,2022-02-22,2021-12-31,2021,FY,4,6021,National Commercial Banks,DE,121649000000,us-gaap:Revenues,USD,2021-01-01,2021-12-31,3743567000000,us-gaap:Assets,USD,,2021-12-31,3449440000000,us-gaap:Liabilities,USD,,2021-12-31,48334000000,us-gaap:NetIncomeLoss,USD,2021-01-01,2021-12-31,78084000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-01-01,2021-12-31,-129344000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-01-01,2021-12-31,275993000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-01-01,2021-12-31,2952808970,dei:EntityCommonStockSharesOutstanding,shares,,2022-01-31,,,USD,,
