name,position,nationality,team_name,ownership,founded_year
Chris Paul,Backcourt,,Phoenix Suns,"Mat Ishbia and Justin Ishbia (as of February 7, 2023)",1968
Harrison Bryce Jordan Barnes,Frontcourt,American,San Antonio Spurs,,1947
Harrison Bryce Jordan Barnes,Frontcourt,American,San Antonio Spurs,,1967
Harrison Bryce Jordan Barnes,Frontcourt,American,San Antonio Spurs,,1973
Harrison Bryce Jordan Barnes,Frontcourt,American,San Antonio Spurs,,1976
Harrison Bryce Jordan Barnes,Frontcourt,American,San Antonio Spurs,,1976
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
Bam Adebayo,Frontcourt,American,Miami Heat,,1988
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,,1946
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,,1946
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,,1946
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,,1946
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,,1946
"Kenneth ""Apple"" Green",Frontcourt,American,New York Knicks,Leon Rose,1946
Jay Fletcher Vincent,Frontcourt,American,Los Angeles Lakers,Jerry Buss (1979-2011),1946
Jay Fletcher Vincent,Frontcourt,American,Los Angeles Lakers,,1947
Jay Fletcher Vincent,Frontcourt,American,Los Angeles Lakers,,1947
Jay Fletcher Vincent,Frontcourt,American,Los Angeles Lakers,AEG and L.A. Arena Company,1947
Jay Fletcher Vincent,Frontcourt,American,Los Angeles Lakers,Jeanie Buss,1947
Donald Robert Anielak,Frontcourt,American,New York Knicks,,1946
Donald Robert Anielak,Frontcourt,American,New York Knicks,,1946
Donald Robert Anielak,Frontcourt,American,New York Knicks,,1946
Donald Robert Anielak,Frontcourt,American,New York Knicks,,1946
Donald Robert Anielak,Frontcourt,American,New York Knicks,,1946
Donald Robert Anielak,Frontcourt,American,New York Knicks,Leon Rose,1946
Anthony Avent,Frontcourt,American,Milwaukee Bucks,,1968
Anthony Avent,Frontcourt,American,Milwaukee Bucks,,1968
Jarrett Matthew Jack,Backcourt,American,Detroit Pistons,,1898
Jarrett Matthew Jack,Backcourt,American,Detroit Pistons,,1937
Jarrett Matthew Jack,Backcourt,American,Detroit Pistons,,1941
Jarrett Matthew Jack,Backcourt,American,Detroit Pistons,,1957
Earvin 'Magic' Johnson,Backcourt,American,Los Angeles Lakers,Jerry Buss (1979-2011),1946
Earvin 'Magic' Johnson,Backcourt,American,Los Angeles Lakers,,1947
Earvin 'Magic' Johnson,Backcourt,American,Los Angeles Lakers,,1947
Earvin 'Magic' Johnson,Backcourt,American,Los Angeles Lakers,AEG and L.A. Arena Company,1947
Earvin 'Magic' Johnson,Backcourt,American,Los Angeles Lakers,Jeanie Buss,1947
Magic Johnson,Backcourt,American,Los Angeles Lakers,Jerry Buss (1979-2011),1946
Magic Johnson,Backcourt,American,Los Angeles Lakers,,1947
Magic Johnson,Backcourt,American,Los Angeles Lakers,,1947
Magic Johnson,Backcourt,American,Los Angeles Lakers,AEG and L.A. Arena Company,1947
Magic Johnson,Backcourt,American,Los Angeles Lakers,Jeanie Buss,1947
Isiah Thomas,Backcourt,American,Detroit Pistons,,1898
Isiah Thomas,Backcourt,American,Detroit Pistons,,1937
Isiah Thomas,Backcourt,American,Detroit Pistons,,1941
Isiah Thomas,Backcourt,American,Detroit Pistons,,1957
Daniel Edward Anderson,Frontcourt,American,Portland Trail Blazers,,1970
Daniel Edward Anderson,Frontcourt,American,Portland Trail Blazers,,1970
Daniel Edward Anderson,Frontcourt,American,Portland Trail Blazers,Vulcan Inc.,1970
Maurice E. Harkless Okafor,Frontcourt,American,Brooklyn Nets,,1967
Vernon Maxwell,Backcourt,American,Houston Rockets,,1967
Vernon Maxwell,Backcourt,American,Houston Rockets,Leslie Alexander,1974
Timothy Theodore Duncan,Frontcourt,American,San Antonio Spurs,,1947
Timothy Theodore Duncan,Frontcourt,American,San Antonio Spurs,,1967
Timothy Theodore Duncan,Frontcourt,American,San Antonio Spurs,,1973
Timothy Theodore Duncan,Frontcourt,American,San Antonio Spurs,,1976
Timothy Theodore Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1947
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1967
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1973
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1947
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1967
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1973
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1947
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1967
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1973
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Tim Duncan,Frontcourt,American,San Antonio Spurs,,1976
Calvin Ramsey,Frontcourt,American,New York Knicks,,1946
Calvin Ramsey,Frontcourt,American,New York Knicks,,1946
Calvin Ramsey,Frontcourt,American,New York Knicks,,1946
Calvin Ramsey,Frontcourt,American,New York Knicks,,1946
Calvin Ramsey,Frontcourt,American,New York Knicks,,1946
Calvin Ramsey,Frontcourt,American,New York Knicks,Leon Rose,1946
Rik Smits,Frontcourt,Dutch,Indiana Pacers,,1967
Rik Smits,Frontcourt,Dutch,Indiana Pacers,,1974
Anthony Edwards,Backcourt,American,Minnesota Timberwolves,"Michael Bloomberg, Marc Lore, Alex Rodriguez",1947
Anthony Edwards,Backcourt,American,Minnesota Timberwolves,,1989
Anthony Edwards,Backcourt,American,Minnesota Timberwolves,Glen Taylor,1989
Anthony Edwards,Frontcourt,American,Minnesota Timberwolves,"Michael Bloomberg, Marc Lore, Alex Rodriguez",1947
Anthony Edwards,Frontcourt,American,Minnesota Timberwolves,,1989
Anthony Edwards,Frontcourt,American,Minnesota Timberwolves,Glen Taylor,1989
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,,1946
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,,1946
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,,1946
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,,1946
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,,1946
Harry Junior 'The Horse' Gallatin,Frontcourt,American,New York Knicks,Leon Rose,1946
Darnell Hillman,Frontcourt,American,Indiana Pacers,,1967
Darnell Hillman,Frontcourt,American,Indiana Pacers,,1974
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,,1946
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,,1946
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,,1946
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,,1946
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,,1946
Kurt Vincent Thomas,Frontcourt,American,New York Knicks,Leon Rose,1946
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,"Mat Ishbia and Justin Ishbia (as of February 7, 2023)",1968
Kevin Durant,Frontcourt,American,Brooklyn Nets,,1967
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,"Mat Ishbia and Justin Ishbia (as of February 7, 2023)",1968
Kevin Durant,Frontcourt,American,Brooklyn Nets,,1967
Kevin Durant,Frontcourt,American,Brooklyn Nets,,1967
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,,1968
Kevin Durant,Frontcourt,American,Phoenix Suns,"Mat Ishbia and Justin Ishbia (as of February 7, 2023)",1968
Kevin Durant,Frontcourt,American,Brooklyn Nets,,1967
William Bedford,Frontcourt,American,Detroit Pistons,,1898
William Bedford,Frontcourt,American,Detroit Pistons,,1937
William Bedford,Frontcourt,American,Detroit Pistons,,1941
William Bedford,Frontcourt,American,Detroit Pistons,,1957
Steven Delano Smith,Backcourt,American,San Antonio Spurs,,1947
Steven Delano Smith,Backcourt,American,San Antonio Spurs,,1967
Steven Delano Smith,Backcourt,American,San Antonio Spurs,,1973
Steven Delano Smith,Backcourt,American,San Antonio Spurs,,1976
Steven Delano Smith,Backcourt,American,San Antonio Spurs,,1976
Lamar Brandon Stevens,Frontcourt,American,Memphis Grizzlies,,1995
Lamar Brandon Stevens,Frontcourt,American,Memphis Grizzlies,Robert Pera (controlling owner),1995
Stephen Douglas Kerr,Backcourt,American,Golden State Warriors,,1946
Stephen Douglas Kerr,Backcourt,American,Golden State Warriors,,1946
Stephen Douglas Kerr,Backcourt,American,Golden State Warriors,,1946
Jabari Dominic Walker,Frontcourt,American,Portland Trail Blazers,,1970
Jabari Dominic Walker,Frontcourt,American,Portland Trail Blazers,,1970
Jabari Dominic Walker,Frontcourt,American,Portland Trail Blazers,Vulcan Inc.,1970
Demerick Montae 'Erick' Strickland,Frontcourt,American,Milwaukee Bucks,,1968
Demerick Montae 'Erick' Strickland,Frontcourt,American,Milwaukee Bucks,,1968
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,,1946
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,,1946
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,,1946
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,,1946
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,,1946
Gregory Paul Fillmore,Frontcourt,American,New York Knicks,Leon Rose,1946
Garfield Smith,Frontcourt,American,Boston Celtics,,1946
Garfield Smith,Frontcourt,American,Boston Celtics,,1946
Garfield Smith,Frontcourt,American,Boston Celtics,,1946
Garfield Smith,Frontcourt,American,Boston Celtics,,1946
Dennis Schröder,Backcourt,German,Brooklyn Nets,,1967
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,,1898
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,,1946
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,,1946
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,Apollo Global Management co-founder Josh Harris and an investment group,1946
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,Harris Blitzer Sports & Entertainment (HBSE),1946
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,,1963
DaMon William Davis,Frontcourt,American,Philadelphia 76ers,,1966
Trayce Jackson-Davis,Frontcourt,American,Golden State Warriors,,1946
Trayce Jackson-Davis,Frontcourt,American,Golden State Warriors,,1946
Trayce Jackson-Davis,Frontcourt,American,Golden State Warriors,,1946
Andre Drummond,Frontcourt,American,Philadelphia 76ers,,1898
Andre Drummond,Frontcourt,American,Philadelphia 76ers,,1946
Andre Drummond,Frontcourt,American,Philadelphia 76ers,,1946
Andre Drummond,Frontcourt,American,Philadelphia 76ers,Apollo Global Management co-founder Josh Harris and an investment group,1946
Andre Drummond,Frontcourt,American,Philadelphia 76ers,Harris Blitzer Sports & Entertainment (HBSE),1946
Andre Drummond,Frontcourt,American,Philadelphia 76ers,,1963
Andre Drummond,Frontcourt,American,Philadelphia 76ers,,1966
Andre Drummond,Frontcourt,American,Detroit Pistons,,1898
Andre Drummond,Frontcourt,American,Detroit Pistons,,1937
Andre Drummond,Frontcourt,American,Detroit Pistons,,1941
Andre Drummond,Frontcourt,American,Detroit Pistons,,1957
